,Unnamed: 0,Unnamed: 0.1,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y,geo22,lon,lat
149,149,149,155.0,"Canal St, 1 & 2 train",377 CANAL ST Manhattan NY 10013,10013.0,,Y,Y,Y,Rachel,MN,RL,Dec-42,12.0,42.0,22/42,22.0,42.0,SG,14/64,14.0,64.0,22/64,22.0,64,,,,,,,,155,"Canal St, 1 & 2 train",377 CANAL ST Manhattan NY 10013,MN,10013.0,y,n,,,,n,,,,y,1.0,dp kush,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,3,"Canal St, 1 & 2 train",377 CANAL ST Manhattan NY 10013,MN,10013.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,4.0,"[40.7214788, -74.0043943]", -74.0043943,40.7214788
150,150,150,156.0,"Canal St, 1 & 2 train",383 CANAL ST Manhattan NY 10013,10013.0,,Y,Y,Y,Rachel,MN,RL,16/60,16.0,60.0,26/60,26.0,60.0,SG,17/79,17.0,79.0,20/79,20.0,79,,,,,,,,156,"Canal St, 1 & 2 train",383 CANAL ST Manhattan NY 10013,MN,10013.0,y,n,,,,y,2.0,palma,,y,5.0,"dp kush, dp purple, dp zero, dp up & up",,y,1.0,straight up,,y,5.0,"sweet, buzz, og kush, buzz, poco loco",,y,2.0,,"white, red/white",n,,,,y,2.0,"gold, pink",,y,5.0,"red, black, blue, gold, silver",,"backwoods, bluntville, dutch masters",5.0,"sweet aromatic, palma",,,3,"Canal St, 1 & 2 train",383 CANAL ST Manhattan NY 10013,MN,10013.0,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,3.0,"[40.7216662, -74.0046498]", -74.0046498,40.7216662
151,151,151,158.0,"Canal St, 1 & 2 train",386 CANAL ST Manhattan NY 10013,10013.0,,Y,Y,Y,Rachel,MN,RL,40/60,40.0,60.0,47/60,47.0,60.0,SG,24-May,5.0,24.0,24-Jul,7.0,24,,,,,,,,158,"Canal St, 1 & 2 train",386 CANAL ST Manhattan NY 10013,MN,10013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Canal St, 1 & 2 train",386 CANAL ST Manhattan NY 10013,MN,10013.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.721287, -74.00497109999999]", -74.00497109999999,40.721287
152,152,152,161.0,"Astoria - Ditmars Blvd. (N,Q)",2205 35th Street Queens NY 11105,11105.0,vendor partially blocking,Y,Y,Y,Rachel,QN,RL,10/120,10.0,120.0,30/120,30.0,120.0,SG,May-64,5.0,64.0,15/64,15.0,64,,,,,,,,161,"Astoria - Ditmars Blvd. (N,Q)",2205 35th Street Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,4,"Astoria - Ditmars Blvd. (N,Q)",2205 35th Street Queens NY 11105,QN,11105.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,3.0,,UNID,N,,,,,,"[40.7746103, -73.9089882]", -73.9089882,40.7746103
153,153,153,163.0,"Astoria - Ditmars Blvd. (N,Q)",2213 31st Street Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,Nov-67,11.0,67.0,34/67,34.0,67.0,SG,23/84,23.0,84.0,44/84,44.0,84,,,,,,,,163,"Astoria - Ditmars Blvd. (N,Q)",2213 31st Street Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2213 31st Street Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7754146, -73.91092429999999]", -73.91092429999999,40.7754146
154,154,154,164.0,"Astoria - Ditmars Blvd. (N,Q)",2229 31st Street Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,May-52,5.0,52.0,Nov-52,11.0,52.0,SG,Jul-76,7.0,76.0,Nov-76,11.0,76,,,,,,,,164,"Astoria - Ditmars Blvd. (N,Q)",2229 31st Street Queens NY 11105,QN,11105.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,y,4.0,"green, red, silver, gold",,white owl,1.0,sweet,,,4,"Astoria - Ditmars Blvd. (N,Q)",2229 31st Street Queens NY 11105,QN,11105.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,4.0,"GREEN, RED","YELLOW, SILVER",N,,,,,,"[40.7752483, -73.9111818]", -73.9111818,40.7752483
155,155,155,165.0,"Astoria - Ditmars Blvd. (N,Q)",2244 31st Street Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,29-Jul,7.0,29.0,29-Sep,7.0,29.0,SG,Jul-56,7.0,56.0,Jul-56,7.0,56,,,,,,,,165,"Astoria - Ditmars Blvd. (N,Q)",2244 31st Street Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2244 31st Street Queens NY 11105,QN,11105.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,2.0,,RED,N,,,,N,,,,N,,,,,,"[40.7753753, -73.9119852]", -73.9119852,40.7753753
156,156,156,166.0,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,15-May,5.0,15.0,15-Aug,8.0,15.0,SG,16-Jun,6.0,16.0,16-Jul,7.0,16,,,,,,,,166,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.779173, -73.90972500000001]", -73.90972500000001,40.779173
157,157,157,167.0,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,22/69,22.0,69.0,27/69,27.0,69.0,SG,21/96,21.0,96.0,28/96,28.0,96,,,,,,,,167,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue Queens NY 11105,QN,11105.0,y,n,,,,n,,,,n,,,,y,1.0,blue,,n,,,,n,,,,y,2.0,"sweet, silver",,n,,,,n,,,,,,,,,4,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue Queens NY 11105,QN,11105.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,4.0,SILVER,3 UNID,N,,,,N,,,,N,,,,,,"[40.7779441, -73.90811579999999]", -73.90811579999999,40.7779441
158,158,158,168.0,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue Queens NY 11105,11105.0,,Y,Y,Y,Rachel,QN,RL,26-Feb,2.0,26.0,26-Sep,9.0,26.0,SG,27-May,5.0,27.0,27-Sep,9.0,27,,,,,,,,168,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.776274, -73.905635]", -73.905635,40.776274
159,159,159,127.0,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue,11105.0,,Y,Y,Y,Rachel,QN,RL,26/85,26.0,85.0,38/85,38.0,85.0,SA,26/85,26.0,85.0,38/85,38.0,85,,,,,,,,127,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2805 21st Avenue Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.779173, -73.90972500000001]", -73.90972500000001,40.779173
160,160,160,128.0,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue,11105.0,,Y,Y,Y,Rachel,QN,RL,27/57,27.0,57.0,32/57,32.0,57.0,SA,13/57,13.0,57.0,16/57,16.0,57,,,,,,,,128,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue Queens NY 11105,QN,11105.0,y,n,,,,n,,,,n,,,,y,1.0,blue,,n,,,,n,,,,y,2.0,"silver, pure gold",,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",3103 21st Avenue Queens NY 11105,QN,11105.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,2.0,SILVER,BROWN,N,,,,N,,,,N,,,,,,"[40.7776968, -73.90776269999999]", -73.90776269999999,40.7776968
161,161,161,129.0,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue,11105.0,,Y,Y,Y,Rachel,QN,RL,22-May,5.0,22.0,22-Sep,9.0,22.0,SA,Aug-76,8.0,76.0,Aug-76,8.0,76,,,,,,,,129,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",3601 21st Avenue Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.776274, -73.905635]", -73.905635,40.776274
162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,"Canal St, 1 & 2 train",385 CANAL ST Manhattan NY 10013,MN,10013.0,y,n,,,,y,3.0,plama,,y,4.0,"dp zero, dp purple, dp up and up, dp kush",,y,1.0,straight up,,y,5.0,"poco loco, sweet, buzz, og kush, tata",,n,,,,n,,,,y,2.0,"gold, pink",,y,5.0,"black, gold, blue, red",,"bluntville, dutch masters, backwoods",3.0,"palma, sweet aromatic",,,3,"Canal St, 1 & 2 train",385 CANAL ST Manhattan NY 10013,MN,10013.0,Y,N,,,,Y,3.0,PALMA,,Y,4.0,,"SILVER,GREEN,PURPLE,GOLD",N,,,,Y,8.0,,YELLOW/GREEN; YELLOW/RED; 2 YELLOW/BLACK; 2 ORANGE/BLACK;2 GREEN/YELLOW,N,,,,N,,,,Y,4.0,"PINK, GOLD (2), BLACK",,Y,6.0,,"YELLOW, GREEN, WHITE (2), BLUE",N,,,,,,"[40.7217194, -74.0046842]", -74.0046842,40.7217194
163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,"Astoria - Ditmars Blvd. (N,Q)",2208 31ST ST Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2208 31ST ST Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7760208, -73.9112985]", -73.9112985,40.7760208
164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,"Astoria - Ditmars Blvd. (N,Q)",2819 23RD AVE Queens NY 11105,QN,11105.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Astoria - Ditmars Blvd. (N,Q)",2819 23RD AVE Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7753054, -73.9137865]", -73.9137865,40.7753054
165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,"Astoria - Ditmars Blvd. (N,Q)",2920 DITMARS BLVD Queens NY 11105,QN,11105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Astoria - Ditmars Blvd. (N,Q)",2920 DITMARS BLVD Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7763259, -73.9113129]", -73.9113129,40.7763259
166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,"Astoria - Ditmars Blvd. (N,Q)",3120 DITMARS BLVD Queens NY 11105,QN,11105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Astoria - Ditmars Blvd. (N,Q)",3120 DITMARS BLVD Queens NY 11105,QN,11105.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7755391, -73.91027249999999]", -73.91027249999999,40.7755391
167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,"161 St - Yankee Stadium, 4, B & D train",910 RIVER AVE Bronx NY 10452,BX,10452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"161 St - Yankee Stadium, 4, B & D train",910 RIVER AVE Bronx NY 10452,BX,10452.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8287955, -73.9251207]", -73.9251207,40.8287955
168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",916 3rd Ave Manhattan NY 10022,MN,10022.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,,,,,n,,,,y,2.0,"blue, green",,bluntville,1.0,palma,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",916 3rd Ave Manhattan NY 10022,MN,10022.0,Y,N,,,,Y,1.0,Palma,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,PALMA,,Y,2.0,"BLUE, GREEN",,N,,,,,,"[40.75924699999999, -73.9686086]", -73.9686086,40.75924699999999
169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",837 Lexington Ave Manhattan NY 10065,MN,10065.0,y,n,,,,y,2.0,palma,,n,,,,n,,,,n,,,,y,1.0,classic,,n,,,,n,,,,n,,,,"backwoods, dutch masters",2.0,"sweet aromatic, palma",,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",837 Lexington Ave Manhattan NY 10065,MN,10065.0,Y,Y,1.0,JAZZ,,Y,2.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,,black and yellow,N,,,,N,,,,,,"[40.7650872, -73.9659264]", -73.9659264,40.7650872
170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",836 Lexington Ave Manhattan NY 10065,MN,10065.0,y,n,,,,n,,,,y,1.0,dp zero,,y,1.0,straight up,,n,,,,n,,,,y,5.0,"sweet, tropical, silver, blue mystiq, purple wave",,n,,,,n,,,,,,,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",836 Lexington Ave Manhattan NY 10065,MN,10065.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,y,5.0,sweet cigarillos,"yellos, blue, 1 unid",N,,,,N,,,,N,,,,,,"[40.7652501, -73.9662038]", -73.9662038,40.7652501
171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",809 Lexington Ave Manhattan NY 10065,MN,10010.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",809 Lexington Ave Manhattan NY 10065,MN,10010.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7642381, -73.96646199999999]", -73.96646199999999,40.7642381
172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",802 Lexington Ave Manhattan NY 10065,MN,10065.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,dutch masters,1.0,palma,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",802 Lexington Ave Manhattan NY 10065,MN,10065.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7640866, -73.9670934]", -73.9670934,40.7640866
173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",790 Lexington Ave Manhattan NY 10065,MN,10065.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",790 Lexington Ave Manhattan NY 10065,MN,10065.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.76381860000001, -73.9673115]", -73.9673115,40.76381860000001
174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",670 Lexington Ave Manhattan NY 10022,MN,10022.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"bluntville, dutch masters",2.0,palma,,,,"59 St - Lexington Avenue Subway Station, 4, 5, &6 train",670 Lexington Ave Manhattan NY 10022,MN,10022.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,2.0,"BLUE, GREEN",,N,,,,,,"[40.7601327, -73.96988069999999]", -73.96988069999999,40.7601327
175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,"7th Ave. (B,Q)",632 VANDERBILT AVE Brooklyn NY 11238,BK,11238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"7th Ave. (B,Q)",632 VANDERBILT AVE Brooklyn NY 11238,BK,11238.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.6772831, -73.9692639]", -73.9692639,40.6772831
176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,"96th St, 1, 2, &3 train",262 W 96TH ST Manhattan NY 10025,MN,10025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"96th St, 1, 2, &3 train",262 W 96TH ST Manhattan NY 10025,MN,10025.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7947117, -73.97240959999999]", -73.97240959999999,40.7947117
177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,Bedford Ave. (L),195 BEDFORD AVE Brooklyn NY 11211,BK,11211.0,y,n,,,,y,10.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,y,5.0,gold,,n,,,,backwoods,1.0,sweet aromatic,,,4,Bedford Ave. (L),195 BEDFORD AVE Brooklyn NY 11211,BK,11211.0,Y,N,,,,Y,10.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,5.0,GOLD,,N,,,,N,,,,,,"[40.7173047, -73.9580467]", -73.9580467,40.7173047
178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,"Canal St, 1 & 2 train",206 VARICK ST Manhattan NY 10013,MN,10013.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,2.0,"sweet, og kush",,n,,,,n,,,,y,1.0,gold,,y,6.0,"red, blue, silver, green",,"backwoods, white owl",4.0,sweet aromatic,black/others,,,"Canal St, 1 & 2 train",206 VARICK ST Manhattan NY 10013,MN,10013.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,Y,2.0,"OG KUSH, SWEET",,N,,,,N,,,,Y,3.0,GOLD,,Y,7.0,,"BLUE, GREEN,3 WHITE, ORANGE, 1 UNID",White Owl,4.0,unid,unid,,,"[40.72867979999999, -74.0050937]", -74.0050937,40.72867979999999
179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,"Cortlandt St, N & R train",160 BROADWAY Manhattan NY 10038,MN,10038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Cortlandt St, N & R train",160 BROADWAY Manhattan NY 10038,MN,10038.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7093664, -74.00997500000001]", -74.00997500000001,40.7093664
180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,"Inwood - 207 St, A train",4910 BROADWAY Manhattan NY 10034,MN,10034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Inwood - 207 St, A train",4910 BROADWAY Manhattan NY 10034,MN,10034.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8671987, -73.92197469999999]", -73.92197469999999,40.8671987
181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,"Jamaica Center - Parsons/Archer (E,J,Z)",15934 JAMAICA AVE Queens NY 11432,QN,11432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Jamaica Center - Parsons/Archer (E,J,Z)",15934 JAMAICA AVE Queens NY 11432,QN,11432.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7034103, -73.79904839999999]", -73.79904839999999,40.7034103
182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,Kosciuszko St. (J),854 BUSHWICK AVE Brooklyn NY 11221,BK,11221.0,y,n,,,,y,1.0,palma,,y,1.0,dp kush,,y,4.0,"straight up, pink, blue, purple",,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,backwoods,2.0,sweet aromatic,,,,Kosciuszko St. (J),854 BUSHWICK AVE Brooklyn NY 11221,BK,11221.0,Y,N,,,,Y,1.0,PALMA,,N,,,,Y,4.0,,"BLUE, PURPLE, 2 BROWN",N,,,,N,,,,N,,,,Y,1.0,GOLD,,N,,,,N,,,,,,"[40.69402400000001, -73.9267855]", -73.9267855,40.69402400000001
183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,"Steinway St. (E,M,R)",4005 BROADWAY Queens NY 11103,QN,11103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Steinway St. (E,M,R)",4005 BROADWAY Queens NY 11103,QN,11103.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.7589623, -73.9185095]", -73.9185095,40.7589623
184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,"Westchester Sq - E Tremont, 6 train",3305 EAST TREMONT Bronx NY 10461,BX,10461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Westchester Sq - E Tremont, 6 train",3305 EAST TREMONT Bronx NY 10461,BX,10461.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8351716, -73.83094779999999]", -73.83094779999999,40.8351716
185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,"Westchester Sq - E Tremont, 6 train",36 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Westchester Sq - E Tremont, 6 train",36 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8414305, -73.8431626]", -73.8431626,40.8414305
186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,"125 St, 1 train",3145 AMSTERDAM AV Manhattan NY 10027,MN,10027.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"125 St, 1 train",3145 AMSTERDAM AV Manhattan NY 10027,MN,10027.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8530376, -73.92731540000001]", -73.92731540000001,40.8530376
187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,"125 St, 1 train",467 W 125th St Manhattan NY 10027,MN,10027.0,y,n,,,,y,16.0,palma,,y,3.0,"dp kush, dp purple, dp zero",,y,3.0,straight up,,y,7.0,"cream, white grape, og kush, poco loco, ba boom, show buzz, tropical twist",,n,,,,y,3.0,"silver, purple wave",,n,,,,n,,,,"backwoods, bluntville",4.0,"sweet aromatic, pink diva",,,,"125 St, 1 train",467 W 125th St Manhattan NY 10027,MN,10027.0,Y,N,,,,Y,16.0,PALMA,,Y,3.0,"PURPLE, GREEN, SILVER",,N,,,,Y,8.0,"OG KUSH,",,N,,,,Y,3.0,PURPLE,,N,,,,N,,,,N,,,,,,"[40.8132543, -73.9558034]", -73.9558034,40.8132543
