,Unnamed: 0,Unnamed: 0.1,outletID,Subway Station,Tobacco Outlet Address,ZIP,Important Notes,Images (Y/N),Quality (Y/N),Quality (Y/N) Comments ,Name,Borough,name_1,Cons 1,numerator green_1,denom_all_1,Non-cons 1,numerator all_1,denom_all_1.1,name_2,Cons 2,numerator green_2,denom_all_2,Non-cons 2,Num_All_2,denom_all_2.1,Name*,Cons*,Num_Green,Denom_All,Non-cons*,Num_All,Denom_All.1,outlet_id,subway_station_x,address_x,borough_x,zip_x,ftp_visible_x,black and mild_x,bm_quantity_x,bm_flavor_x,bm_pkgclr_x,entourage_x,e_quantity_x,e_flavor_x,e_pkgclr_x,blunt wraps_x,bw_quantity_x,bw_flavor,bw_pkgclr_x,zig zag_x,zz_quantity_x,zz_flavor_x,zz_pkgclr_x,show_x,sh_quantity_x,sh_flavor_x,sh_pkgclr_x,swisher sweets_x,ss_quantity_x,ss_flavor_x,ss_pkgclr_x,hype_x,hy_quantity_x,hy_flavor_x,hy_pkgclr_x,d'ville_x,dv_quantity_x,dv_flavor_x,dv_pkgclr_x,game_x,gm_quantity_x,gm_flavor_x,gm_pkgclr_x,other_x,other_quantity_x,other_flavor_x,other_pkgclr_x,unidentifiable_brand_x,issues_x,subway_station_y,address_y,borough_y,zip_y,ftp_visible_y,black and mild_y,bm_quantity_y,bm_flavor_y,bm_pkgclr_y,entourage_y,e_quantity_y,e_flavor_y,e_pkgclr_y,blunt wraps_y,bw_quantity_y,bw_flavors,bw_pkgclr_y,zig zag_y,zz_quantity_y,zz_flavor_y,zz_pkgclr_y,show_y,sh_quantity_y,sh_flavor_y,sh_pkgclr_y,swisher sweets_y,ss_quantity_y,ss_flavor_y,ss_pkgclr_y,hype_y,hy_quantity_y,hy_flavor_y,hy_pkgclr_y,d'ville_y,dv_quantity_y,dv_flavor_y,dv_pkgclr_y,game_y,gm_quantity_y,gm_flavor_y,gm_pkgclr_y,other_y,other_quantity_y,other_flavor_y,other_pkgclr_y,unidentifiable_brand_y,issues_y,geo22,lon,lat
44,44,44,45.0,"161 St - Yankee Stadium, 4, B & D train",90 E 161ST ST Bronx NY 10451,10451.0,,Y,Y,Y,Rachel,BX,JP,11/156,11.0,156.0,11/156,11.0,156.0,RL,27-Nov,11.0,27.0,27-Nov,11.0,27,,,,,,,,45,"161 St - Yankee Stadium, 4, B & D train",90 E 161ST ST Bronx NY 10451,BX,10451.0,y,n,,,,y,1.0,pink vanilla,,y,2.0,double platinum,,y,5.0,"straight up, purple, pink, blue",,y,4.0,"sweet, buzz, white grape, wet & fruity",,n,,,,y,4.0,"sweet, white grape, silver, blue mystique",,y,1.0,gold,,n,,,,"bluntville, backwoods, dutch masters, phillies blunt",6.0,"blue, palma, piff, pink diva, sweet aromatic, palma",,,,"161 St - Yankee Stadium, 4, B & D train",90 E 161ST ST Bronx NY 10451,BX,10451.0,Y,N,,,,Y,1.0,PINK DUTCHESS,,Y,1.0,,SILVER,Y,4.0,"PURPLE, PINK, STRAIGHT UP",BLUE,Y,4.0,"BUZZ, SWEET, WHITE GRAPE,",YELLOW AND GREEN,N,,,,Y,1.0,SIILVER,,Y,2.0,,YELLOW,N,,,,N,,,,,,"[40.82713589999999, -73.9245529]", -73.9245529,40.82713589999999
45,45,45,46.0,"161 St - Yankee Stadium, 4, B & D train",56 E 161ST ST Bronx NY 10451,10451.0,,Y,Y,Y,Rachel,BX,JP,30/84,30.0,84.0,39/84,39.0,84.0,RL,25/45,25.0,45.0,25/42,25.0,42,,,,,,,,46,"161 St - Yankee Stadium, 4, B & D train",56 E 161ST ST Bronx NY 10451,BX,10451.0,y,n,,,,n,,,,n,,,,y,2.0,straight up,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,3.0,,"161 St - Yankee Stadium, 4, B & D train",56 E 161ST ST Bronx NY 10451,BX,10451.0,Y,Y,4.0,,"ORANGE, BROWN (2), BLUE",N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,6.0,"[40.8274013, -73.925725]", -73.925725,40.8274013
46,46,46,47.0,"176 St, 4 train",27 E 175TH ST Bronx NY 10453,10453.0,barely visible/behind other goods,Y,N,Y,Rachel,BX,RL,11-Jun,6.0,11.0,11-Jun,6.0,11.0,SA,18-Jun,6.0,18.0,18-Jul,7.0,18,JP,28-Sep,9.0,28.0,28-Sep,9.0,28.0,47,"176 St, 4 train",27 E 175TH ST Bronx NY 10453,BX,10453.0,y,n,,,,y,1.0,palma,,n,,,,y,1.0,straight up,,y,1.0,,yellow/red,n,,,,y,5.0,"silver, white grape, blue mystique, purple wave",,n,,,,n,,,,"backwoods, bluntville",2.0,"sweet aromatic, palma",,4.0,,"176 St, 4 train",27 E 175TH ST Bronx NY 10453,BX,10453.0,Y,N,,,,Y,1.0,,,N,,,,N,,,,N,,,,N,,,,Y,4.0,,GREEN,Y,1.0,VANILLA,,N,,,,N,,,,,6.0,"[40.8475591, -73.9114895]", -73.9114895,40.8475591
47,47,47,48.0,"176 St, 4 train",1704 GRAND AVE Bronx NY 10453,10453.0,,Y,N,Y,Rachel,BX,RL,13/42,13.0,42.0,17/50,17.0,50.0,SA,22-May,5.0,22.0,22-Aug,8.0,22,JP,17/130,17.0,130.0,17/130,17.0,130.0,48,"176 St, 4 train",1704 GRAND AVE Bronx NY 10453,BX,10453.0,y,n,,,,y,1.0,palma,,n,,,,y,3.0,"straight up, purple, blue",,y,3.0,"buzz, white grape, sweet",,n,,,,y,3.0,"sweet, silver, blue mystique",,n,,,,n,,,,"bluntville, clipper",16.0,"triple vanilla, piff, pink diva, green haze, sweet, blueberry",,,,"176 St, 4 train",1704 GRAND AVE Bronx NY 10453,BX,10453.0,Y,N,0.0,0,0,Y,4.0,Palma,,N,,,,Y,3.0,,"BROWN, BLUE, PURLPE",N,,,,N,,,,Y,3.0,"SILVER,SWEET,",BLUE,N,,,,N,,,,N,,,,7,6.0,"[40.8484096, -73.9137489]", -73.9137489,40.8484096
48,48,48,49.0,"176 St, 4 train",1888 JEROME AVE Bronx NY 10453,10453.0,,Y,N,N,Rachel,BX,RL,9-May,5.0,9.0,12-May,5.0,12.0,SA,9-Apr,4.0,9.0,9-Apr,4.0,9,JP,16-Jun,6.0,16.0,16-Jul,7.0,16.0,49,"176 St, 4 train",1888 JEROME AVE Bronx NY 10453,BX,10453.0,y,n,,,,y,1.0,palma,,n,,,,y,3.0,"straight up, pink, blue",,y,6.0,"buzz, white grape, sweet",,n,,,,n,,,,n,,,,n,,,,"bluntville, backwoods",2.0,"palma, sweet aromatic",,2.0,,"176 St, 4 train",1888 JEROME AVE Bronx NY 10453,BX,10453.0,Y,N,,,,Y,1.0,PALMA,,N,,,,Y,3.0,"BLUE BERRY, GRAPE, STRAIGHT UP",,Y,8.0,"Buzz (2), white grape(2)",,N,,,,N,,,,Y,1.0,Gold,,N,,,,N,,,,3,2.0,"[40.8497144, -73.9105154]", -73.9105154,40.8497144
49,49,49,50.0,"231 Street Station, 1 train",5582 BROADWAY Bronx NY 10463,10463.0,,Y,Y,Y,Sofiya,BX,JP,47/133,47.0,133.0,59/133,59.0,133.0,SA,46/116,46.0,116.0,61/116,61.0,116,,,,,,,,50,"231 Street Station, 1 train",5582 BROADWAY Bronx NY 10463,BX,10463.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"231 Street Station, 1 train",5582 BROADWAY Bronx NY 10463,BX,10463.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8790273, -73.90441799999999]", -73.90441799999999,40.8790273
50,50,50,51.0,"231 Street Station, 1 train",141 W 231ST ST Bronx NY 10463,10463.0,,Y,Y,Y,Sofiya,BX,JP,82/290,82.0,290.0,97/290,97.0,290.0,SA,15/60,15.0,60.0,18/60,18.0,60,,,,,,,,51,"231 Street Station, 1 train",141 W 231ST ST Bronx NY 10463,BX,10463.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,y,2.0,"sweet, white grape",,n,,,,y,3.0,"sweet, silver",,n,,,,n,,,,"backwoods, bluntville, dutch masters",7.0,"sweet aromatic, blue, piff, pink diva, palma",,,,"231 Street Station, 1 train",141 W 231ST ST Bronx NY 10463,BX,10463.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,4.0,,,N,,,,N,,,,,,"[40.8782715, -73.9026308]", -73.9026308,40.8782715
51,51,51,52.0,"231 Street Station, 1 train",231 W 231ST ST Bronx NY 10463,10463.0,Person in front of some cigarettes,Y,Y ,Y ,Sofiya,BX,JP,Oct-70,10.0,70.0,13/70,13.0,70.0,SA,Jun-70,6.0,70.0,Jun-70,6.0,70,,,,,,,,52,"231 Street Station, 1 train",231 W 231ST ST Bronx NY 10463,BX,10463.0,y,n,,,,y,5.0,"palma, black don, connoisseur, le prive",,n,,,,y,6.0,"pink, blue, purple, straight up",,n,,,,n,,,,y,2.0,"sweet, purple wave",,n,,,,n,,,,"backwoods, bluntville",3.0,"sweet aromatic, palma",,,,"231 Street Station, 1 train",231 W 231ST ST Bronx NY 10463,BX,10463.0,Y,N,,,,Y,5.0,"PALMA(2), LE PRIVE, BLACK DON, CONNEISSEUR",,N,,,,Y,5.0,"GRAPE, PINK (2),BLUEBERRY (2)",,N,,,,N,,,,Y,2.0,"SWEET CIGARILLOS,PURPLE WAVE",,Y,2.0,,YELLOW,N,,,,N,,,,,,"[40.8795593, -73.9057855]", -73.9057855,40.8795593
52,52,52,53.0,"231 Street Station, 1 train",5564 BROADWAY Bronx NY 10463,10463.0,Walgreens,Y,Y ,Y ,Sofiya,BX,JP,86/360,86.0,360.0,116/360,116.0,360.0,RL,89/360,89.0,360.0,85/360,85.0,360,,,,,,,,53,"231 Street Station, 1 train",5564 BROADWAY Bronx NY 10463,BX,10463.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"231 Street Station, 1 train",5564 BROADWAY Bronx NY 10463,BX,10463.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8783277, -73.9049008]", -73.9049008,40.8783277
53,53,53,54.0,"231 Street Station, 1 train",5625 BROADWAY Bronx NY 10463,10463.0,,Y,Y ,Y ,Sofiya,BX,JP,Aug-32,8.0,32.0,Oct-32,10.0,32.0,SA,17-Jul,7.0,17.0,17-Aug,8.0,17,,,,,,,,54,"231 Street Station, 1 train",5625 BROADWAY Bronx NY 10463,BX,10463.0,y,n,,,,y,3.0,palma,,n,,,,n,,,,y,7.0,"sweet, buzz, ba boom",,n,,,,n,,,,n,,,,n,,,,"backwoods, bluntville, dutch masters",9.0,"sweet aromatic, honey berry, honey, palma",,6.0,,"231 Street Station, 1 train",5625 BROADWAY Bronx NY 10463,BX,10463.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.87994339999999, -73.90442949999999]", -73.90442949999999,40.87994339999999
54,54,54,55.0,"231 Street Station, 1 train",206 W 231ST ST Bronx NY 10463,10463.0,,Y,Y ,Y ,Sofiya,BX,JP,6-Feb,2.0,6.0,6-Feb,2.0,6.0,SA,7-Feb,2.0,7.0,7-Feb,2.0,7,,,,,,,,55,"231 Street Station, 1 train",206 W 231ST ST Bronx NY 10463,BX,10463.0,y,n,,,,n,,,,n,,,,y,5.0,"blue, pink, purple, straight up",,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,3.0,4,"231 Street Station, 1 train",206 W 231ST ST Bronx NY 10463,BX,10463.0,Y,N,,,,N,,,,N,,,,Y,5.0,,"PURPLE, PINK, BLUE, BROWN (2)",N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8790552, -73.90533429999999]", -73.90533429999999,40.8790552
55,55,55,56.0,"Bronx Park East, 2 & 5 train",2001 WHITE PLAINS RD Bronx NY 10462,10462.0,,Y,N,Y,Rachel,BX,RL,16/16,16.0,16.0,20/20,20.0,20.0,SA,9-May,5.0,9.0,9-May,5.0,9,JP,28/28,28.0,28.0,28/28,28.0,28.0,56,"Bronx Park East, 2 & 5 train",2001 WHITE PLAINS RD Bronx NY 10462,BX,10462.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Bronx Park East, 2 & 5 train",2001 WHITE PLAINS RD Bronx NY 10462,BX,10462.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,6,,"[40.84987479999999, -73.8680052]", -73.8680052,40.84987479999999
56,56,56,57.0,"Bronx Park East, 2 & 5 train",2068 WALLACE AVE Bronx NY 10462,10462.0,partially blocked by vendor,Y,N ,Y,Rachel,BX,RL,16-Dec,12.0,16.0,18-Dec,12.0,18.0,SA,13/30,13.0,30.0,14/30,14.0,30,JP,30-Dec,12.0,30.0,30-Dec,12.0,30.0,57,"Bronx Park East, 2 & 5 train",2068 WALLACE AVE Bronx NY 10462,BX,10462.0,y,n,,,,n,,,,n,,,,y,1.0,straight up,,y,4.0,"sweet, buzz, tata",,n,,,,y,1.0,silver,,n,,,,n,,,,,,,,1.0,,"Bronx Park East, 2 & 5 train",2068 WALLACE AVE Bronx NY 10462,BX,10462.0,Y,N,,,,N,,,,N,,,,N,,,,Y,2.0,"BUZZ,TATA",,N,,,,Y,2.0,"SWEET CIGARILLOS, SILVER",,N,,,,N,,,,N,,,,,,"[40.8521875, -73.8647044]", -73.8647044,40.8521875
57,57,57,58.0,"Bronx Park East, 2 & 5 train",1810 WHITE PLAINS RD Bronx NY 10462,10462.0,,Y,Y,Y,Rachel,BX,RL,11-Feb,2.0,11.0,9-Feb,2.0,9.0,SA,18-Apr,4.0,18.0,18-Jun,6.0,18,JP,17-Mar,3.0,17.0,17-Jun,6.0,17.0,58,"Bronx Park East, 2 & 5 train",1810 WHITE PLAINS RD Bronx NY 10462,BX,10462.0,y,n,,,,y,1.0,palma,,y,3.0,purple,"white/blue, purple/greem",y,3.0,"straight up, blue",,y,3.0,"ba boom, sweet",green,n,,,,y,8.0,"purple wave, summer love, blue mystique, sweet, tropical",,y,1.0,gold,,n,,,,bluntville,3.0,"blue, piff, pink diva",,3.0,,"Bronx Park East, 2 & 5 train",1810 WHITE PLAINS RD Bronx NY 10462,BX,10462.0,Y,N,,,,N,,,,N,,,,Y,1.0,,BLUE,Y,1.0,BA BOOM,,N,,,,N,,,,Y,3.0,,"PINK,BLUE, PURPLE",N,,,,N,,,,8,,"[40.8456722, -73.8660618]", -73.8660618,40.8456722
58,58,58,59.0,"Bronx Park East, 2 & 5 train",2009 CRUGER AVE Bronx NY 10462,10462.0,,Y,Y,Y,Rachel,BX,RL,May-40,5.0,40.0,Jun-35,6.0,35.0,SA,18-Jul,7.0,18.0,18-Aug,8.0,18,JP,Jun-73,6.0,73.0,Jun-73,6.0,73.0,59,"Bronx Park East, 2 & 5 train",2009 CRUGER AVE Bronx NY 10462,BX,10462.0,y,n,,,,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,,,,,2.0,4,"Bronx Park East, 2 & 5 train",2009 CRUGER AVE Bronx NY 10462,BX,10462.0,Y,N,,,,Y,1.0,PALMA,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,1.0,,YELLOW,N,,,,N,,,,,,"[40.8508117, -73.86705549999999]", -73.86705549999999,40.8508117
59,59,59,60.0,"Bronx Park East, 2 & 5 train",1971 BRONXDALE AVE Bronx NY 10462,10462.0,,Y,Y,Y,Rachel,BX,AV,30/131,30.0,131.0,30/131,30.0,131.0,SA,18-Jun,6.0,18.0,18-Jul,7.0,18,JP,46/144,46.0,144.0,46/144,46.0,144.0,60,"Bronx Park East, 2 & 5 train",1971 BRONXDALE AVE Bronx NY 10462,BX,10462.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,bluntville,5.0,"blue, palma, pink diva, vanilla",,1.0,,"Bronx Park East, 2 & 5 train",1971 BRONXDALE AVE Bronx NY 10462,BX,10462.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,6.0,"GOLD, VANILLA(2)","BLUE,PINK(2)",N,,,,N,,,,,,"[40.8494361, -73.8638515]", -73.8638515,40.8494361
60,60,60,61.0,"Bronx Park East, 2 & 5 train",685 MORRIS PARK AVE Bronx NY 10462,10462.0,,Y,Y,Y,Rachel,BX,RL,30/45,30.0,45.0,25/48,25.0,48.0,SA,17/38,17.0,38.0,18/38,18.0,38,JP,18/38,18.0,38.0,18/38,18.0,38.0,61,"Bronx Park East, 2 & 5 train",685 MORRIS PARK AVE Bronx NY 10462,BX,10462.0,y,n,,,,y,1.0,palma,,n,,,,y,3.0,"straight up, purple, blue",,n,,,,n,,,,n,,,,y,1.0,gold,,n,,,,bluntville,2.0,"palma, piff",,,,"Bronx Park East, 2 & 5 train",685 MORRIS PARK AVE Bronx NY 10462,BX,10462.0,Y,N,,,,Y,1.0,PALMA,,N,,,,Y,3.0,"STRAIGHT UP, PURPLE,BLUE",,N,,,,N,,,,N,,,,Y,3.0,"GOLD, VANILLA, PIFF",,N,,,,N,,,,,,"[40.8452851, -73.8665554]", -73.8665554,40.8452851
61,61,61,62.0,"Prospect Av, 2&5 Train",855 PROSPECT AVE Bronx NY 10459,10459.0,,Y,Y,Y,Rachel,BX,RL,12-Feb,2.0,12.0,26-Oct,10.0,26.0,JP,27-Sep,9.0,27.0,27-Sep,9.0,27,,,,,,,,62,"Prospect Av, 2&5 Train",855 PROSPECT AVE Bronx NY 10459,BX,10459.0,y,n,,,,y,2.0,palma,,y,5.0,"double platinum (dp) tata, dp sweet, dp white sea, dp kush, dp tropical twista",silver,y,4.0,"purple, pink, blue, straight up",,y,8.0,"tata, buzz, tropical twists, sweet, ba boom, white grape",dark orange,n,,,,y,4.0,"silver, blue mystique, sweet, tropical",,y,2.0,"gold, black",,n,,,,"bluntville, rock n roll, dutch masters",7.0,"piff, pink diva, palma, blue",,,,"Prospect Av, 2&5 Train",855 PROSPECT AVE Bronx NY 10459,BX,10459.0,Y,Y,2.0,,"BLUE, ORANGE",Y,2.0,PALMA,,N,,,,Y,3.0,PURPLE,,Y,8.0,"BUZZ, BA BOOM, SWEET, TATA,","ORANGE/BROWN, PINK/YELLOW,YELLOW/GREEN",N,,,,Y,4.0,"SILVER, SWEET,","BLUE, BRONZE",Y,7.0,"GOLD, VANILLA, PINK, PIFF(2), BLUE, BLACK",,N,,,,N,,,,,,"[40.8202659, -73.90172199999999]", -73.90172199999999,40.8202659
62,62,62,63.0,"Prospect Av, 2&5 Train",850 LONGWOOD AVE Bronx NY 10459,10459.0,cigs blocked,Y,Y,Y,Rachel,BX,RL,5-May,5.0,5.0,7-May,5.0,7.0,JP,10-May,5.0,10.0,10-May,5.0,10,,,,,,,,63,"Prospect Av, 2&5 Train",850 LONGWOOD AVE Bronx NY 10459,BX,10459.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"Prospect Av, 2&5 Train",850 LONGWOOD AVE Bronx NY 10459,BX,10459.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8192773, -73.9014899]", -73.9014899,40.8192773
63,63,63,64.0,"Prospect Av, 2&5 Train",839C PROSPECT AVE Bronx NY 10459,10459.0,cigs blocked by vendor,Y,Y,Y,Rachel,BX,RL,8-May,5.0,8.0,7-May,5.0,7.0,JP,8-Aug,8.0,8.0,8-Aug,8.0,8,,,,,,,,64,"Prospect Av, 2&5 Train",839C PROSPECT AVE Bronx NY 10459,BX,10459.0,y,n,,,,n,,,,y,9.0,"dp poco loco, dp up & up, dp sweet, dp blueberry, dp white sea, dp tata, kush, sweet",purple + green,y,1.0,slo burn pink,,n,,,,n,,,,n,,,,n,,,,n,,,,"cosa nostra, bluntville",1.0,"palmas, pink diva",,,,"Prospect Av, 2&5 Train",839C PROSPECT AVE Bronx NY 10459,BX,10459.0,Y,Y,8.0,,BLUE,N,,,,Y,6.0,"TATA,SWEET,ZERO,POCO LOCO,","BEIGE, BROWN",Y,1.0,PINK,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8199807, -73.9019161]", -73.9019161,40.8199807
64,64,64,65.0,"St Lawrence Av, 6 train",1158 SAINT LAWRENCE AVE Bronx NY 10472,10472.0,poor quality ,Y,N,N,Rachel,BX,JP,23/117,23.0,117.0,25/117,25.0,117.0,SA,18-Apr,4.0,18.0,18-May,5.0,18,,,,,,,,65,"St Lawrence Av, 6 train",1158 SAINT LAWRENCE AVE Bronx NY 10472,BX,10472.0,n,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,,,,,,,"St Lawrence Av, 6 train",1158 SAINT LAWRENCE AVE Bronx NY 10472,BX,10472.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8296206, -73.8665061]", -73.8665061,40.8296206
65,65,65,66.0,"St Lawrence Av, 6 train",1781 WESTCHESTER AVE Bronx NY 10472,10472.0,,Y,Y,Y,Rachel,BX,RL,10-May,5.0,10.0,10-May,5.0,10.0,SS,15-May,5.0,15.0,15-May,5.0,15,JP,10-May,5.0,10.0,10-May,5.0,10.0,66,"St Lawrence Av, 6 train",1781 WESTCHESTER AVE Bronx NY 10472,BX,10472.0,y,n,,,,n,,,,y,2.0,"dp blueberry, dp tata",,n,,,,n,,,,n,,,,y,1.0,silver,,n,,,,n,,,,rock n roll,1.0,sweets,,,,"St Lawrence Av, 6 train",1781 WESTCHESTER AVE Bronx NY 10472,BX,10472.0,Y,N,,,,N,,,,Y,2.0,,"ORANGE, BROWN",N,,,,N,,,,N,,,,Y,1.0,,UNID,N,,,,N,,,,N,,,,,,"[40.8318923, -73.8670862]", -73.8670862,40.8318923
66,66,66,67.0,"St Lawrence Av, 6 train",1791 GLEASON AVE Bronx NY 10472,10472.0,,Y,Y,Y,Rachel,BX,RL,24-Apr,4.0,24.0,Apr-31,4.0,31.0,SA,27/40,27.0,40.0,28/40,28.0,40,JP,25/27,25.0,27.0,25/27,25.0,27.0,67,"St Lawrence Av, 6 train",1791 GLEASON AVE Bronx NY 10472,BX,10472.0,y,n,,,,y,2.0,"palma, pink duchess",,n,,,,n,,,,y,8.0,"ba boom, buzz, sweet, white grape",silver,n,,,,y,1.0,purple wave,,y,1.0,gold,,n,,,,bluntville,2.0,"palma, pink diva",,,,"St Lawrence Av, 6 train",1791 GLEASON AVE Bronx NY 10472,BX,10472.0,Y,N,,,,Y,2.0,"PALMA, PINK",,N,,,,N,,,,Y,7.0,,"YELLOW/GREEN, SILVER,ORANGE/GREEN, UNID",N,,,,Y,1.0,,PURPLE,Y,3.0,"GOLD,VANILLA, PINK,",,N,,,,N,,,,1,,"[40.8299549, -73.866601]", -73.866601,40.8299549
67,67,67,68.0,"St Lawrence Av, 6 train",1721 E 172ND ST Bronx NY 10472,10472.0,poor quality ,Y,Y,Y,Rachel,BX,RL,0/24,0.0,24.0,0/20,0.0,20.0,JP,0/18,0.0,18.0,0/18,0.0,18,,,,,,,,68,"St Lawrence Av, 6 train",1721 E 172ND ST Bronx NY 10472,BX,10472.0,y,n,,,,y,3.0,palma,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,"bluntville, dutch masters",1.0,palma,,,,"St Lawrence Av, 6 train",1721 E 172ND ST Bronx NY 10472,BX,10472.0,N,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,,,"[40.8325479, -73.8702588]", -73.8702588,40.8325479
68,68,68,69.0,"St Lawrence Av, 6 train",1840 WESTCHESTER AVE Bronx NY 10472,10472.0,,Y,Y,Y,Rachel,BX,RL,13/41,13.0,41.0,13/40,13.0,40.0,SA,16/40,16.0,40.0,17/40,17.0,40,JP,14/39,14.0,39.0,19/39,19.0,39.0,69,"St Lawrence Av, 6 train",1840 WESTCHESTER AVE Bronx NY 10472,BX,10472.0,y,n,,,,y,4.0,"palma, pink duchess",,n,,,,y,4.0,"straight up, purple, pink, blue",,y,1.0,palma,,n,,,,n,,,,n,,,,n,,,,bluntville,4.0,"blue, piff, pink diva",,,,"St Lawrence Av, 6 train",1840 WESTCHESTER AVE Bronx NY 10472,BX,10472.0,Y,N,,,,N,,,,N,,,,Y,4.0,"PURPLE, PINK, BLUE, SRAIGH UP",,N,,,,N,,,,N,,,,Y,2.0,"PINK, BLUE",,N,,,,N,,,,,,"[40.8321371, -73.8643499]", -73.8643499,40.8321371
69,69,69,70.0,"St Lawrence Av, 6 train",1792 WESTCHESTER AVE Bronx NY 10472,10472.0,,Y,N,,Rachel,BX,RL,12-Aug,8.0,12.0,17/42,17.0,42.0,SA,Sep-36,9.0,36.0,Dec-36,12.0,36,JP,26/59,26.0,59.0,26/59,26.0,59.0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[18.7756318, 100.7730417]", 100.7730417,18.7756318
70,70,70,71.0,"Westchester Sq - E Tremont, 6 train ",79 WESTCHESTER SQ Bronx NY 10461,10461.0,,Y,Y,Y,Rachel,BX,AV,38/354,38.0,354.0,38/354,38.0,354.0,SA,Dec-63,12.0,63.0,14/63,14.0,63,JP,44/255,44.0,255.0,57/255,57.0,255.0,71,"Westchester Sq - E Tremont, 6 train",79 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,y,n,,,,n,,,,n,,,,n,,,,n,,,,n,,,,y,2.0,"purple wave, xotic lush",,n,,,,n,,,,rock n roll,2.0,blue,,,,"Westchester Sq - E Tremont, 6 train",79 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,Y,9.0,XOTIC LUSH(4),PURPLE (5),N,,,,N,,,,N,,,,,,"[40.8409868, -73.8420977]", -73.8420977,40.8409868
71,71,71,72.0,"Westchester Sq - E Tremont, 6 train ",73 WESTCHESTER SQ Bronx NY 10461,10461.0,,Y,Y,Y,Rachel,BX,RL,15-Oct,10.0,15.0,19-Oct,10.0,19.0,SA,15/25,15.0,25.0,16/25,16.0,25,JP,15/27,15.0,27.0,16/27,16.0,27.0,72,"Westchester Sq - E Tremont, 6 train",73 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,y,n,,,,n,,,,y,3.0,,"purple, white, brown + green",y,3.0,"straight up, purple, blue",,n,,,,n,,,,n,,,,n,,,,n,,,,backwoods,1.0,sweet aromatic,,2.0,,"Westchester Sq - E Tremont, 6 train",73 WESTCHESTER SQ Bronx NY 10461,BX,10461.0,Y,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,N,,,,6,,"[40.8411199, -73.842164]", -73.842164,40.8411199
